reviewer_id,store_location,latitude,longitude,date,month,year,title,review,review-label
19,US,37.09024,-95.712891,2023,6,2017 00:00:00,great customer service,"ordering was easy, prompt filling of order, when a problem arose it was handled quickly, professionally, and to my satisfaction. good job folks!",5
20,US,37.09024,-95.712891,2023,6,2025 00:00:00,Tshirt designs unique and innovative,Tshirt designs unique and innovative. Which is why I continue to use and order from you. Shipping costs could be more attractive...,4
21,US,37.09024,-95.712891,2023,6,2018 00:00:00,great quality,"Soft fabric, great print quality, only downside is that the torso is rlly long, nothing scissors cant take care of!",4
22,US,37.09024,-95.712891,2023,6,2018 00:00:00,You did everything right,"You did everything right! Shipping was quick and reasonable, and the shirts are awesome! Colorful and such a great selection.We'll be coming back for more!",5
23,US,37.09024,-95.712891,2023,6,2018 00:00:00,I did not receive my purchase and when���,I did not receive my purchase and when I reached out for help I was told to check around my house and to ask my neighbors if they have it. Those are things I already knew to do and the response was not helpful at all.,1
24,US,37.09024,-95.712891,2023,6,2019 00:00:00,Great experience. Check size,"I love the design, quality of the shirt was great. the print was high quality, shipping was on time in a reallyfun custom mailer. The only thing that I will know better is that the Women's shirts run small.",4
25,US,37.09024,-95.712891,2023,6,2018 00:00:00,Love this shirt!,"Great shirt! Soft, beautiful, and fast to get to me. I would advise sizing up TWO sizes, not one, for a comfortable fit. This shirt runs rather small, especially in the arms. So it's a ""goal shirt"" for now! It will motivate me to lose the weight I've been needing to lose!",5
26,GB,54.7877149,-6.4923145,2023,6,2017 00:00:00,Truly amazing company,Truly amazing company. Amazing customer service that go so far and beyond to ensure you have a great experience with their company. Even rectified some mistakes I made at their own expense!,5
27,US,37.09024,-95.712891,2023,6,2024 00:00:00,I didn���������t have any c,"I didn���������t have any contact with seller, but the shirt was received at a reasonable time. And there was great communication as to when the s",5
28,US,37.09024,-95.712891,2023,6,2018 00:00:00,Love this shirt,"Love this shirt! The fit is perfect, the material is so soft and comfy! My husband loved it! Unique and colorful, great quality!",5
29,AU,-25.274398,133.775136,2023,6,2023 00:00:00,Amazing,"When shopping, there was so many different product to choose from!The shipping time was good, it felt like forever because I was really exited for it but it was only about a week.",5
30,US,37.09024,-95.712891,2023,6,2016 00:00:00,I was pleased to see you had tees for a���,I was pleased to see you had tees for a pretty obscure band and the it came sooner than I expected. The only issue was the design on the shirt seemed blurry and the material on the thin side.,4
31,CA,56.130366,-106.346771,2023,6,2007 00:00:00,The white fabric part of this shirt is���,"The white fabric part of this shirt is quite see through unfortunately. I can actually see my skin tone through it. Other than that, its a pretty nice, soft shirt.",3
32,US,37.09024,-95.712891,2023,6,2024 00:00:00,great support,great support. when the size i picked was too small it was replaced quickly ��������� at no cost. it is so unusual that folks really stand behind their products a,4
33,US,37.09024,-95.712891,2023,6,2007 00:00:00,My shirt was so cute,"My shirt was so cute, and the quality is great! Screen print holds up and stays bright after washing. Fit is comfy and not super fitted like some women���������s tees. Would definitel",5
34,US,37.09024,-95.712891,2023,6,2024 00:00:00,I���������m a,"I���������m a habitual customer , and will remain to be. Great selection , very comfortable shirts , is all that I curr",5
35,US,37.09024,-95.712891,2023,6,2015 00:00:00,Prompt delivery and as expected,"Prompt delivery and as expected. Just what I ordered, came in reasonable time and fits perfectly. Thanks so much.",5
36,NZ,-40.900557,174.885971,2023,6,2023 00:00:00,Incredible range of options,Incredible range of options - I was thrilled with the T-shirts I purchased. I will definitely buy more from Teepublic.,5
37,US,37.09024,-95.712891,2023,6,2018 00:00:00,Easy to order and when I did have a���,"Easy to order and when I did have a question, they were quick to respond. Very happy with the quality of the shirts I ordered & will definitely place more orders in the future.",5
38,US,37.09024,-95.712891,2023,6,2021 00:00:00,Excellent designs,"Excellent designs, great fit, website easy to maneuver and select the right size. Millions of fun designs and colors!",5
39,US,37.09024,-95.712891,2023,6,2017 00:00:00,Off Center - The screen prints look good however 2���,The screen prints look good however 2 out of the 3 that I ordered are crooked. They���������re not horribly crooked by just enough off center that you notic,3
40,US,37.09024,-95.712891,2023,6,2019 00:00:00,Easy return/exchange,I had to make a return for a larger size tee shirt and it was no hassle and communication was fantastic! Great customer service.,5
41,US,37.09024,-95.712891,2023,6,2019 00:00:00,"Wonderful service, but sizing is off","Fast shipping, great quality, but the sizing was WAY off - my shirt doesn't fit me whatsoever.",3
42,US,37.09024,-95.712891,2023,6,2015 00:00:00,Not true size ����,"I ordered a Tshirt for both of my girls. ""Resting stitch face"" t shirt and one Lilo shirt. A WIZ shirt and they alllll were way to small. One looked like a kids shirt and the other look like an XL when I ordered 3xl. I have spent quite a bit of money for me and my family. I just ordered 4 tshirts for our vacation. I am disabled and do not have the energy to return the small shirts. So we ended up giving them away. I hope my next order won't have any issues. If it does, you have lost a customer. Thank you.",3
43,US,37.09024,-95.712891,2023,6,2023 00:00:00,Product was great,Product was great. Love the options. anything I could imagine was available. my only issue was I paid extra for 4-6 shipping and got the shirts 9 days after order. I will try again tho.Thank you,4
44,US,37.09024,-95.712891,2023,6,2007 00:00:00,Support artists!,I like this company and the fact that I am supporting local artists.My only negative is that shipping takes too long for the rates charged.,4
45,US,37.09024,-95.712891,2023,6,2018 00:00:00,The website was easy to navigate and���,The website was easy to navigate and this is our 2nd order for our wedding this has been a great experience and I am sure We will be using this again.,5
46,US,37.09024,-95.712891,2023,6,2016 00:00:00,Customer service was great,Customer service was great. It was a simple and easy experience and I love that I was able to resolve my issue right away.,5
47,US,37.09024,-95.712891,2023,6,2022 00:00:00,The tee that I originally ordered was���,The tee that I originally ordered was at least 2 sizes smaller than the size it is supposed to be.The exchange went nice and easy but the second tee sent to me was just a a little larger but still small.You need to have tees that are more true to size. I can't wear either one.Love the design.,2
48,US,37.09024,-95.712891,2023,6,2019 00:00:00,The shirts are perfect,The shirts are perfect. Well made. Quality shirts. The prints are awesome. Definitely a repeat customer.,5
49,US,37.09024,-95.712891,2023,6,2015 00:00:00,Funny as heck and great experience!,The shirts are ridiculously funny and decently priced! My order came on time and fit as expected :),5
50,US,37.09024,-95.712891,2023,6,2018 00:00:00,Fast service,"Fast service, the shirt is great, exactly as shown.Too many promotional emails though.",5
51,US,37.09024,-95.712891,2023,6,2024 00:00:00,Order came as advertised,"Order came as advertised.Good communication via text, but too many ads also.",5
52,US,37.09024,-95.712891,2023,6,2017 00:00:00,Receiving my order in a reasonable time���,Receiving my order in a reasonable time and the fit of the tee shirts are perfect I love them.,5
53,US,37.09024,-95.712891,2023,6,2015 00:00:00,They not only sent a good quality���,"They not only sent a good quality shirt, they fixed a sizing issue with no problem. They were so pleasant to deal with!",5
54,US,37.09024,-95.712891,2023,6,2022 00:00:00,Great quality shirts,Great quality shirts. Fabric is soft and designs are printed well. No cracking or shrinking.,5
55,US,37.09024,-95.712891,2023,6,2023 00:00:00,Great Products!!!,Great Products!!!This is the second time I have purchased shirts from Tee Public and they have turned out to be the best gifts. The quality in the shirts and print are amazing and the fits are spot on. The unique prints make Tee Public my go to for fun gifts to give!,4
56,US,37.09024,-95.712891,2023,6,2008 00:00:00,Amazing!,Awesome selection and I loved how it turned out!And fast shipping! I will be visiting again!,5
57,US,37.09024,-95.712891,2023,6,2024 00:00:00,Pricey for a Tee & shipping charges are ridiculous,A bit pricey for a tee shirt. Child���������s size cost $18.00 and outrageous shipping $9.99. No way this cost that much to ship in a plastic bag. Would likely not use again due to shipping charges. Only bought from this site as I could not find it on Amazon or elsewhere. Hard to say how well print will hold up to washing. This was,3
58,AU,-25.274398,133.775136,2023,6,2023 00:00:00,TeePublic really want happy customers!,"I mistakenly ordered the wrong size. TeePublic happily replaced it free of charge. The postage is fast, and the product is great!",5
59,US,37.09024,-95.712891,2023,6,2017 00:00:00,Great shopping experience,Great quality fabric and the print on the fabric is not going to come out in the wash.Received fairly quickly plus a nice choice in designs.Love it and will buy again!,5
60,DE,51.165691,10.451526,2023,6,2022 00:00:00,Subpar communication after a horrible���,Subpar communication after a horrible quality of tees received. They have a 100% guarantee yet less than standard. Expected more.,2
61,US,37.09024,-95.712891,2023,6,2019 00:00:00,Gift options galore,Great to find a wide variety of products that can be somewhat personalized by a customers likings,5
62,US,37.09024,-95.712891,2023,6,2018 00:00:00,Great tees at a fantastic price.,"Once I figured out the sizing, everything was great. FYI, I am a size 10 in womens tops but prefer a looser fit for a crew neck tee. The 3X fits like a size Large tee from J. Crew. The shipping is a bit slow, but not too bad. Love my tees. This is my second order.",5
63,US,37.09024,-95.712891,2023,6,2025 00:00:00,Simply the best..,Love the way everything was packed nicely folded with fast efficient delivery.,5
64,US,37.09024,-95.712891,2023,3,2031 00:00:00,Expected the same quality of material used as previous orders,Disappointed in the quality of the shirts. Collars are very limp and have no support.,3
65,US,37.09024,-95.712891,2023,6,2024 00:00:00,Product was just as expected,"Product was just as expected, good print and the artwork was faithfully transferred.",5
66,US,37.09024,-95.712891,2023,6,2024 00:00:00,Happy with our purchase,Items print quality is good. We selected the soft T shirt option and indeed they are soft,5
67,US,37.09024,-95.712891,2023,6,2024 00:00:00,Indie artists are the BEST!!!,Great product! I���������ve purchased from TeePublic for a few years now. Always pleased,5
68,US,37.09024,-95.712891,2023,6,2018 00:00:00,Love my t shirt design and color,Love my t shirt design and color. True to size. The only problem is how stiff and scratchy the fabric is. I soaked mine in straight up fabric softener and it�������,4
69,US,37.09024,-95.712891,2023,6,2021 00:00:00,Had size issue and they hav another one���,Had size issue and they hav another one on the way will do business again,5
70,AU,-25.274398,133.775136,2023,6,2023 00:00:00,Fantastic and high quality tee shirts,Easy to order and the quality was excellent - I ordered tees from two artists and each was great,5
71,US,37.09024,-95.712891,2023,6,2024 00:00:00,I am so pleased with the order process���,"I am so pleased with the order process and the great customer service with a replacement product andquick resolution, thank you",5
72,US,37.09024,-95.712891,2023,6,2024 00:00:00,"Awesome shirts ,great quality material","Awesome shirts ,great quality material, fantastic designs,good shipping speed and carefully packed as arrived perfect!I've had great shopping experiences with teepublic!",5
73,US,37.09024,-95.712891,2023,6,2020 00:00:00,Arrogance or Ignorance? - You're Opting in for Daily Spam,"What started out with the prospects of being a good rating, quickly dwindled by one star a day when it became clear that TeePublic ownership believes they become your ""God"" when you buy just one of their shirts and, hence, stand by waiting for their DAILY promotional email blasts because now YOU'VE become their only source for quota, gap fillers and moving the top line.",1
74,US,37.09024,-95.712891,2023,6,2024 00:00:00,Thanks for the nice quality,"Thanks for the nice quality, good price and your vast selection of funny and artistic tees.Calm������",5
75,US,37.09024,-95.712891,2023,6,2024 00:00:00,Loved the shirts,"Loved the shirts, colorful and nice quality. Shipped in a timely manner. Positive experience.",5
76,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great selection,The ease of ordering was great. Selection of designs was also great -- had the one I wanted. Delivered on time.,4
77,US,37.09024,-95.712891,2023,6,2019 00:00:00,Thank you for sending me a new size of���,Thank you for sending me a new size of tee! It���������s great and I appre,5
78,US,37.09024,-95.712891,2023,6,2019 00:00:00,Very good quality shirts for an awesome���,Very good quality shirts for an awesome price.. sizes are what they say..xl is xl and not like smaller..a large is a large and not a Chinese large..lol..I will order again from these guys..,5
79,US,37.09024,-95.712891,2023,6,2017 00:00:00,Great variety and selection choices.,Great variety and selection choices.Love that you have a wide range of sizes!Other places only go to XXL.You guys cover it all!,5
80,US,37.09024,-95.712891,2023,6,2018 00:00:00,ALWAYS RELIABLE,ALWAYS RELIABLE!Quality Shirts!THEE Best!THANK YOU!!,5
81,US,37.09024,-95.712891,2023,6,2018 00:00:00,The buttons are so tiny I can barely���,The buttons are so tiny I can barely read them. Way too small. Very disappointed,4
82,US,37.09024,-95.712891,2023,6,2018 00:00:00,Experience was great,Experience was great! Spend the extra money and buy the tri-blend shirts.,5
83,CA,56.130366,-106.346771,2023,6,2017 00:00:00,Review,Very happy with the products I���������ve been getting from the site. My products have been coming at a pre,5
84,US,37.09024,-95.712891,2023,6,2024 00:00:00,Fast shipping and easy package to���,Fast shipping and easy package to distinguish from group.,5
85,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great shirts; will get more.,I love the shirts that I bought.Prices were great and shipping didn���������t take any lon,5
86,CA,56.130366,-106.346771,2023,6,2006 00:00:00,Great selection and deliver was���,"Great selection and deliver was ""good""...tee shirt seems reasonable quality.",4
87,US,37.09024,-95.712891,2023,6,2024 00:00:00,Love this design,"Got my order in the time frame quoted, about a week. Love this shirt and so does my husband. Design is great, shirt seems sturdy enough to last awhile.",5
88,US,37.09024,-95.712891,2023,6,2019 00:00:00,Awesome company!,"We ordered the soft shirt.It is true to size, so soft and nice quality.Also, it arrived quickly.Awesome company!",5
89,US,37.09024,-95.712891,2023,6,2024 00:00:00,Lots of choices,Lots of choices.Website easy to use.Order was accurate and fast.,5
90,US,37.09024,-95.712891,2023,6,2019 00:00:00,Fantastic people to do business with,Fantastic people to do business with! The shirt and print is of the best quality.,5
91,US,37.09024,-95.712891,2023,6,2016 00:00:00,"Quality shirt, easy exchange process","I needed to exchange one tee���������s size and they got me a new size quickly and hassle free. Love the print, s",5
92,US,37.09024,-95.712891,2023,6,2018 00:00:00,It was a gift for a friend,It was a gift for a friend. She received it two weeks ago and has worn it twice already. Very happy with this gift purchase and my friend is very happy with the shirt.,5
93,US,37.09024,-95.712891,2023,6,2019 00:00:00,Shirt was as it was advertised,Shirt was as it was advertised.Arrived earlier than expected.,5
94,US,37.09024,-95.712891,2023,6,2025 00:00:00,Flash back,Loved this shirt. Corner store from my childhood neighborhood,5
95,US,37.09024,-95.712891,2023,6,2020 00:00:00,Probably won't order again,Shipping times are ALWAYS on the long end or even longer.T-shirt felt pretty thin and kind of cheap.Time will tell.,3
96,US,37.09024,-95.712891,2023,6,2018 00:00:00,Unique and one of a kind iphone cover,Excellent quality and price! Well worth the purchase.,5
97,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great quality shirt,Great quality shirt. Perfect logo. Totally satisfied.,5
98,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great customer service,Great customer service! Everything ordered was delivered!,5
99,CA,56.130366,-106.346771,2023,6,2024 00:00:00,Order came fast,"Order came fast, good quality shirts. Contacted about an exchange and response was immediate. Excellent customer service.",5
100,US,37.09024,-95.712891,2023,6,2015 00:00:00,Love all the shirt design options,Love all the shirt design options. Delivered quickly and as promised.Will shop again.,5
101,US,37.09024,-95.712891,2023,6,2024 00:00:00,Fantastic the design are great and the ���,Fantastic the design are great and theproduct is awesome..,5
102,US,37.09024,-95.712891,2023,6,2024 00:00:00,I was impressed with the timing of the���,I was impressed with the timing of the delivery.The item is just what I wanted. Thank you.,5
103,CA,56.130366,-106.346771,2023,6,2022 00:00:00,I needed to return the first tee I���,I needed to return the first tee I ordered.. customer service was great! I now have a tee that fits and looks great!,5
104,GB,54.7877149,-6.4923145,2023,6,2016 00:00:00,No problems when ordering,"No problems when ordering, good communication throughout. Lovely product, thank you",5
105,US,37.09024,-95.712891,2023,6,2018 00:00:00,Great quality (and a quick delivery) as���,Great quality (and a quick delivery) as always!,5
106,US,37.09024,-95.712891,2023,6,2024 00:00:00,I absolutely love this tee shirt,I absolutely love this tee shirt. The quality of the shirt is the best!Wears well and feels great!Thanks for a Job Well Done!!!,5
107,US,37.09024,-95.712891,2023,6,2019 00:00:00,Good prices,"Good prices, good product. Reasonable delivery speed.",4
108,US,37.09024,-95.712891,2023,6,2024 00:00:00,TeePublic has an excellent policy.,TeePublic has an excellent policy.No additional cost for size exchanges.,4
109,CA,56.130366,-106.346771,2023,6,2015 00:00:00,Great customer service,Great customer service. Went above and beyond.,5
110,US,37.09024,-95.712891,2023,6,2023 00:00:00,Love this top,Love this top. They do run smaller so I got one size up and it is perfect. Such a good clear picture. Love it.,5
111,AU,-25.274398,133.775136,2023,6,2023 00:00:00,Great quality printed tshirts and great���,Great quality printed tshirts and great delivery time.,5
112,AU,-25.274398,133.775136,2023,6,2019 00:00:00,Exactly what I ordered,Exactly what I ordered. printing was quality and so was the t-shirt.,5
113,AU,-25.274398,133.775136,2023,6,2002 00:00:00,Great product and efficient delivery,"Great product and efficient delivery , thank you",5
114,US,37.09024,-95.712891,2023,6,2018 00:00:00,Nice quality,"Nice quality, good recreation. Good communication with vendor I will definitely order more.",5
115,US,37.09024,-95.712891,2023,6,2018 00:00:00,Ordering is easy,Ordering is easy. Customer service is 1st rate.,5
116,BG,42.733883,25.48583,2023,6,2023 00:00:00,The updates re delivery status were���,The updates re delivery status were helpful,5
117,US,37.09024,-95.712891,2023,6,2023 00:00:00,great product,"great product, great design for my business and fast shipping",5
118,US,37.09024,-95.712891,2023,6,2024 00:00:00,Nice shirt,"Nice shirt, always pleased with my purchases.",5
119,US,37.09024,-95.712891,2023,6,2018 00:00:00,Clean and easy to use website,Clean and easy to use website. Lots of selection. Ships quickly.,5
120,US,37.09024,-95.712891,2023,6,2024 00:00:00,Arrived as promised & pleased with the���,Arrived as promised & pleased with the product,5
121,US,37.09024,-95.712891,2023,6,2024 00:00:00,Awesome t-shirt love it vintage ����,,5
122,US,37.09024,-95.712891,2023,6,2017 00:00:00,My wife and I love these shirts,My wife and I love these shirts. Great company with fast shipping.,5
123,US,37.09024,-95.712891,2023,6,2019 00:00:00,Perfection!,I bought these for a friend. He loves them. As he said the piggy wave was inspired! True to size as well.,5
124,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great designs and quality,Great designs and quality. Items shipped quickly and correctly.,5
125,CA,56.130366,-106.346771,2023,6,2024 00:00:00,2 out of the 4 T Shirts I received were���,2 out of the 4 T Shirts I received were the wrong color. Too bad,1
126,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great shipping time,Great shipping time. The shirts look amazing.,5
127,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great quality t-shirts,Great quality t-shirts! This is 4th order.,5
128,US,37.09024,-95.712891,2023,6,2018 00:00:00,Nice tee quick delivery -,,5
129,US,37.09024,-95.712891,2023,6,2019 00:00:00,Quick and friendly customer service,Quick and friendly customer service. Excellent products,5
130,US,37.09024,-95.712891,2023,6,2023 00:00:00,Big selections lots to choose from,,5
131,US,37.09024,-95.712891,2023,6,2024 00:00:00,I loved the art and the shirt isn��������,I loved the art and the shirt isn���������t bad qual,5
132,CA,56.130366,-106.346771,2023,6,2024 00:00:00,Fast delivery/good quality,"Fast delivery, good quality, perfect size",5
133,US,37.09024,-95.712891,2023,6,2024 00:00:00,To long of wait to get shirt shirt not���,To long of wait to get shirt shirt not of comfy style shirt,2
134,US,37.09024,-95.712891,2023,6,2017 00:00:00,The shirts are very nice and the logo���,The shirts are very nice and the logo looked great!! They washed extremely well also.,5
135,DE,51.165691,10.451526,2023,6,2020 00:00:00,swift delivery and products exactly as���,swift delivery and products exactly as advertised.,5
136,US,37.09024,-95.712891,2023,6,2024 00:00:00,Solstice,I love my shirt. The only problem is sizes are not very true.,5
137,US,37.09024,-95.712891,2023,6,2017 00:00:00,Very nice quality and the shirts look���,Very nice quality and the shirts look and feel great!,5
138,US,37.09024,-95.712891,2023,6,2024 00:00:00,5 stars,Good quality doesn���������t get ,5
139,US,37.09024,-95.712891,2023,6,2023 00:00:00,Great Service,The shirt was of great quality and was shipped quickly.,5
140,US,37.09024,-95.712891,2023,6,2018 00:00:00,Everything is great,"Everything is great, very pleased with the purchase",5
141,US,37.09024,-95.712891,2023,6,2018 00:00:00,Excellent quality of the printing and���,"Excellent quality of the printing and the material, accurate size and fast delivery.",5
142,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great company,,5
143,CA,56.130366,-106.346771,2023,6,2017 00:00:00,Vers good,Vers good.Excellent,5
144,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great quality and I love the print,Great quality and I love the print! Nice price also!,5
145,US,37.09024,-95.712891,2023,6,2020 00:00:00,Nice shirt and print..will be shopping���,Nice shirt and print..will be shopping more,4
146,CA,56.130366,-106.346771,2023,6,2024 00:00:00,Great as always!,,5
147,US,37.09024,-95.712891,2023,6,2019 00:00:00,Good items decent price.,,5
148,NL,52.132633,5.291266,2023,6,2022 00:00:00,Great T-shirts,Great T-shirts! Excellent quality and delivery.,5
149,US,37.09024,-95.712891,2023,6,2024 00:00:00,Amazing quality,Amazing quality. I am completely satisfied.,5
150,US,37.09024,-95.712891,2023,6,2022 00:00:00,Fast shipping,Fast shipping. Great product!!!,5
151,GB,54.7877149,-6.4923145,2023,6,2017 00:00:00,Design was great,"Design was great, good quality",5
152,US,37.09024,-95.712891,2023,6,2024 00:00:00,A+++ good quality at a fair price!!,,5
153,US,37.09024,-95.712891,2023,6,2018 00:00:00,Quick delivery,"Quick delivery, quality product!",5
154,US,37.09024,-95.712891,2023,6,2019 00:00:00,Great company so nice,,5
155,US,37.09024,-95.712891,2023,6,2018 00:00:00,Great quality,Great quality.My Dad loved the shirt,5
156,US,37.09024,-95.712891,2023,6,2017 00:00:00,Great shirt,Great shirt! Good quality.,5
157,US,37.09024,-95.712891,2023,6,2022 00:00:00,Very happy with my order.,,5
158,US,37.09024,-95.712891,2023,6,2016 00:00:00,Love the shirt,Love the shirt! Very fast service.,5
159,US,37.09024,-95.712891,2023,6,2024 00:00:00,Was able to get the shirts I needed���,Was able to get the shirts I needed quickly.,4
160,US,37.09024,-95.712891,2023,6,2018 00:00:00,This shirt was soft and fit well,"This shirt was soft and fit well, thanks!",5
161,US,37.09024,-95.712891,2023,6,2025 00:00:00,Comfortable fit,The size of the shirt fits me good.,5
162,US,37.09024,-95.712891,2023,6,2024 00:00:00,Not true to size too small,,2
163,US,37.09024,-95.712891,2023,6,2024 00:00:00,The tank top was really nice,,5
164,US,37.09024,-95.712891,2023,6,2015 00:00:00,You are easy to work with,You are easy to work with!Love it!,5
165,US,37.09024,-95.712891,2023,6,2018 00:00:00,It was easy and good products,,5
166,GB,54.7877149,-6.4923145,2023,6,2009 00:00:00,All good,All good. Would use again.,5
167,US,37.09024,-95.712891,2023,6,2022 00:00:00,Fantastic shirts,"Fantastic shirts, fantastic prices����",5
168,US,37.09024,-95.712891,2023,6,2021 00:00:00,Sizes run VERY small.,,1
169,US,37.09024,-95.712891,2023,6,2024 00:00:00,Thank you so much,,5
170,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great customer service.,,5
171,US,37.09024,-95.712891,2023,6,2017 00:00:00,Great art,Great art. Great value.,5
172,US,37.09024,-95.712891,2023,6,2018 00:00:00,Just cool  all around,,5
173,US,37.09024,-95.712891,2023,6,2023 00:00:00,Shirts look great.,,5
174,US,37.09024,-95.712891,2023,6,2024 00:00:00,Love my shirt!!,,5
175,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great selection,,5
176,US,37.09024,-95.712891,2023,6,2024 00:00:00,Awesome transaction,,5
177,US,37.09024,-95.712891,2023,6,2024 00:00:00,Inconsistent sizing.,,3
178,US,37.09024,-95.712891,2023,6,2025 00:00:00,Great experience,,5
179,US,37.09024,-95.712891,2023,6,2024 00:00:00,Great experience!,,5
180,US,37.09024,-95.712891,2023,6,2018 00:00:00,Great products. Always.,This is my fifth order from TeePublic and once again the ordering process was easy n fast and the product is great n good quality.,5
181,GB,54.7877149,-6.4923145,2023,6,2017 00:00:00,London,"I live in London, England.TeePublic delivered in very swift time. Very impressed, thank you, would buy again.",5
182,CA,56.130366,-106.346771,2023,6,2024 00:00:00,Such fun and original selection,"Such fun and original selection, gave my friends and family (and myself) a realhigh, high on life experience!",5
183,NL,52.132633,5.291266,2023,6,2022 00:00:00,Good service! All the way to The Netherlands,"It took a while, but I received my order the way I wanted.",5
184,US,37.09024,-95.712891,2023,6,2018 00:00:00,Great customer service,Great customer service thank you so much ����,5
